,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester City_17_18,27,23,3,1,72,79,20,59,1,1
1,Manchester City_18_19,27,21,2,4,65,74,20,54,2,1
2,Manchester City_19_20,27,18,3,6,57,68,29,39,2,2
3,Liverpool_19_20,27,26,1,0,79,64,17,47,1,1
4,Liverpool_17_18,27,15,9,3,54,61,31,30,3,4
5,Liverpool_18_19,27,20,6,1,66,59,15,44,1,2
6,Liverpool_16_17,27,15,7,5,52,58,34,24,4,4
7,Chelsea_16_17,27,21,3,3,66,57,20,37,1,1
8,Manchester City_20_21,27,20,5,2,65,56,17,39,1,1
9,Arsenal_16_17,27,15,5,7,50,56,34,22,6,5
